Geoid,Spring,Summer,Autumn,Winter
36047035300,4,2,8,3
36047055000,4,2,1,1
36047032100,5,5,2,3
36081026600,1,1,1,0
36085008100,6,1,13,5
36005038301,3,5,8,6
36005014701,14,12,16,8
36047028900,1,1,5,5
36081035200,1,2,3,1
36005042000,5,1,8,2
36005046000,11,1,6,3
36005024100,6,6,5,7
36061008200,2,0,1,2
36005040701,4,2,2,1
36047058400,0,1,2,1
36047003000,1,0,3,3
36061004200,1,0,1,0
36081025302,2,0,2,4
36047013000,2,1,5,0
36085002900,6,5,7,8
36081088400,2,4,4,4
36005020200,2,1,5,2
36061029500,1,3,3,2
36061001200,3,2,1,2
36081044602,0,0,1,1
36081038302,1,2,1,2
36061005400,5,3,4,1
36081010100,3,2,3,1
36061024302,15,9,13,11
36005001900,6,6,7,9
36081085900,2,1,2,2
36081001400,0,5,2,1
36047008000,0,0,3,0
36061011202,0,0,11,1
36085029104,2,1,8,1
36081021900,0,1,1,0
36005022404,3,4,2,1
36047002300,1,4,8,2
36047043400,0,1,5,1
36081055300,0,5,3,2
36081086100,0,0,1,1
36047023100,4,4,5,1
36005040100,0,1,6,4
36061007700,3,6,10,7
36061001600,2,2,2,3
36081021200,2,2,1,1
36081023200,0,0,1,1
36047017700,6,7,11,0
36047084000,1,2,2,0
36061002900,7,3,7,3
36081157102,1,1,3,0
36061014802,3,3,3,0
36005003800,1,3,4,1
36047048100,2,1,5,1
36081041300,1,0,2,0
36081059500,3,3,6,1
36081068200,1,0,4,1
36047081600,1,1,3,1
36085009700,3,0,1,2
36081070700,1,1,1,0
36081017600,1,0,2,0
36047057400,2,0,1,1
36061026300,7,3,9,2
36005024600,3,0,2,0
36061018100,1,4,1,2
36061013500,3,3,5,1
36047003400,2,2,4,1
36047032900,1,2,4,1
36081017400,1,2,1,2
36081061200,1,0,1,0
36047101400,1,4,5,3
36081098100,1,2,3,2
36081046700,1,1,2,2
36061007900,5,0,4,3
36047013500,2,0,2,1
36047045200,1,1,1,1
36081027600,2,5,2,0
36005039500,10,8,12,4
36005033201,2,3,3,0
36005007000,0,2,5,1
36081030902,1,1,1,1
36005038600,3,4,5,4
36047051700,6,2,2,1
36081028100,1,1,3,3
36047099600,1,1,1,1
36047042500,1,0,5,2
36047036002,0,0,2,0
36085027706,0,0,1,1
36081100802,1,4,5,2
36081018300,7,3,6,2
36047043000,0,1,1,0
36081067900,0,0,4,2
36081069400,2,1,3,1
36061009100,5,13,37,4
36005033202,2,5,1,2
36047059200,0,1,2,1
36047050202,0,0,2,1
36061014700,0,0,1,1
36081015802,0,0,1,3
36085009601,0,2,3,1
36081044302,1,0,1,0
36005006400,5,3,5,1
36061021900,5,9,14,6
36005018400,3,1,1,5
36081003700,0,1,2,1
36061029300,2,6,8,4
36085015100,2,2,3,0
36047035200,6,2,3,1
36005023800,4,1,5,1
36047013400,0,2,1,2
36081079900,0,1,3,1
36047044900,4,2,5,4
36047050803,9,3,6,6
36047014100,15,1,1,3
36081006300,5,1,6,10
36047067000,1,1,2,1
36081003200,1,0,3,1
36081113900,2,2,2,0
36061015900,1,2,5,1
36005009600,1,3,2,1
36061022302,1,0,4,0
36061001401,2,3,3,1
36085014605,0,5,5,1
36047099000,5,2,2,5
36047051002,1,1,1,3
36047019500,4,3,5,3
36085018901,1,2,3,1
36081092900,7,6,5,4
36047064800,1,0,0,1
36081073100,0,0,4,0
36047012100,0,1,1,1
36047031300,1,4,3,2
36005029301,3,1,3,0
36081029400,4,5,6,1
36081036700,1,0,3,0
36081003400,0,1,1,1
36081052800,1,3,3,0
36081012200,0,0,2,0
36005004800,1,0,3,0
36081037700,2,1,2,0
36085019800,6,3,2,2
36047117602,2,0,2,1
36047058000,0,1,1,0
36047039500,6,1,5,6
36047009200,2,1,1,1
36081009500,0,2,2,3
36061000900,2,2,12,1
36047074600,2,0,1,1
36081040400,0,1,1,0
36081033700,0,0,1,1
36005007200,3,3,3,4
36061012000,6,6,3,3
36005026702,1,3,3,4
36047097400,2,2,1,0
36047060800,0,4,2,2
36047083600,1,1,1,0
36047048500,2,0,3,1
36061013300,9,5,10,7
36047095000,0,4,5,0
36061016800,10,5,7,4
36081057700,2,0,2,0
36081038100,0,3,3,0
36081024000,2,0,2,0
36047048000,2,2,1,1
36081018900,1,5,1,0
36061015300,6,4,8,2
36005008700,1,3,2,1
36081027100,4,0,4,3
36005007800,4,1,2,3
36081061301,1,1,2,0
36047062600,0,2,2,2
36081003000,1,0,1,0
36081052100,1,1,1,0
36081052200,0,1,3,0
36081027700,2,7,5,4
36061008601,1,4,2,0
36047022000,0,0,1,1
36081062700,0,0,3,2
36047039700,0,2,4,1
36047012902,1,1,4,3
36061017300,7,8,10,5
36081011500,3,0,1,2
36081064102,1,1,3,0
36081065400,3,1,1,0
36005005300,4,4,5,4
36061011700,0,1,2,1
36081026300,1,0,3,1
36085013302,1,3,4,2
36005044902,0,2,1,0
36047013100,1,1,1,1
36047079000,0,0,6,0
36047073200,0,0,1,0
36005039800,3,0,1,2
36047020600,0,1,5,1
36081069300,2,0,2,0
36005017901,2,2,4,2
36047053200,1,0,1,0
36061025100,0,5,6,6
36085014100,0,0,1,0
36061014900,1,0,5,1
36047052700,5,3,4,1
36005000200,0,6,6,4
36081053500,0,0,1,0
36081080302,0,0,1,0
36061005900,7,5,2,1
36047059100,0,3,2,1
36081157901,4,5,4,8
36081029100,2,2,2,1
36005034300,4,3,1,2
36047030000,3,1,6,1
36047020500,1,3,1,1
36005018101,0,2,4,5
36047114600,2,1,1,1
36047102200,3,1,5,0
36047016100,1,1,1,1
36047084800,0,0,2,1
36047042200,0,2,2,0
36085020100,0,2,5,2
36081073900,2,2,2,3
36081117100,1,0,3,0
36047055200,0,2,3,0
36081122702,1,0,5,1
36047016700,8,2,3,4
36047033700,2,7,6,4
36061022700,4,2,5,2
36081011100,7,6,7,3
36047050000,0,1,1,0
36061022301,9,7,5,10
36081124700,1,1,2,1
36081050400,1,0,2,1
36081103202,1,2,7,2
36047049400,2,2,3,3
36005031900,0,0,1,0
36005009800,10,3,6,3
36081010600,0,0,1,1
36081074700,0,2,4,0
36061020000,6,7,4,9
36081084000,2,2,3,0
36081028800,0,1,4,1
36047039800,0,0,1,0
36061012200,4,3,3,1
36081054000,1,2,1,0
36061002202,1,6,8,2
36047040200,0,0,1,2
36047040500,1,0,1,3
36047004100,4,2,1,2
36047044100,4,2,4,3
36085027900,2,0,2,1
36047091200,2,3,8,3
36005043600,8,3,4,0
36081109700,2,1,3,2
36061015602,5,4,3,4
36047012200,0,0,2,0
36005034200,1,2,1,2
36081004401,0,0,1,0
36047085800,2,3,5,0
36047044800,0,2,2,1
36085013203,2,2,1,6
36047055700,2,1,1,3
36047006800,3,3,3,2
36081056600,1,0,1,0
36081115100,1,0,1,2
36005040702,2,2,7,0
36081051100,0,1,2,0
36005039901,6,2,12,4
36005039600,5,3,3,2
36081060100,0,0,1,0
36081047100,0,1,2,0
36005030000,1,5,6,4
36047040800,0,1,1,1
36081119300,0,0,1,0
36081138502,1,1,3,5
36047095800,3,0,2,1
36005022200,5,5,4,5
36005040304,3,0,2,3
36047043300,4,0,8,2
36005042200,0,1,2,0
36047056600,3,2,2,0
36081005100,0,0,2,3
36081091900,1,4,2,1
36085004700,0,1,1,1
36081066100,0,0,1,0
36081138501,2,2,2,1
36005040400,8,6,4,5
36047011700,1,0,1,0
36081060000,0,0,2,0
36081116300,1,1,3,0
36085017009,2,2,2,2
36005023702,2,0,1,0
36061028100,0,0,1,0
36047020300,0,0,2,0
36081027500,0,1,1,0
36061020600,4,5,5,5
36081028700,2,2,3,0
36047006300,4,0,1,3
36081103900,6,2,2,1
36047010200,2,1,3,2
36047029600,1,1,4,1
36081094500,1,5,2,4
36081140300,1,0,1,0
36047053800,0,1,3,1
36047007100,3,5,3,1
36047117000,0,1,1,0
36061030700,0,0,3,0
36061011300,4,1,2,2
36005032300,0,4,4,7
34017007600,3,0,2,1
36047049200,3,2,1,0
36047006700,5,8,1,0
36081056700,1,0,1,0
36047019400,2,1,2,1
36005023000,3,3,3,3
36081018600,1,2,1,1
36081099200,1,1,2,1
36005012300,1,0,1,6
36047021900,8,3,5,2
36005012101,0,0,1,1
36081041500,1,0,2,0
36085013204,1,0,1,0
36081077902,5,1,2,2
36081009400,0,0,1,0
36061015500,0,0,2,1
36081069702,0,1,4,0
36081027800,6,3,4,1
36047005000,3,0,4,2
36005021800,2,3,7,2
36061008800,1,1,4,1
36081139900,2,0,1,0
36005026701,1,2,2,4
36081026700,2,1,1,1
36047040100,1,0,3,0
36081067100,2,1,2,1
36081007100,5,3,4,4
36081048300,0,1,1,0
36061017800,0,4,5,3
36005036501,2,1,2,0
36081051300,0,0,1,0
36081049700,0,1,2,2
36081068300,0,0,1,0
36081066701,0,0,1,0
36081065501,1,0,2,0
36081021400,1,0,1,0
36081028500,2,1,6,1
36047030100,0,4,5,8
36047036900,3,9,1,2
36047037000,1,0,3,0
36047089400,3,2,5,3
36085012100,0,2,1,1
36081014300,0,0,3,3
36061020102,9,9,4,1
36047055100,2,3,3,2
36081063500,1,0,1,0
36047092200,0,3,1,0
36081129102,2,2,3,1
36047050804,1,2,1,5
36081024500,2,0,2,2
36047044700,1,0,3,1
36081066000,1,2,1,2
36061024900,3,3,2,1
36005018301,2,0,2,1
36047118800,0,2,3,0
36047042300,2,5,2,1
36047054600,1,0,1,1
36047019100,3,2,1,4
36005040900,0,2,5,0
36047019200,0,1,1,0
36005022401,1,3,1,0
36081157101,5,2,3,5
36047051800,2,1,4,1
36081046900,2,2,3,0
36047034800,4,2,2,4
36081099703,0,0,2,1
36005037200,2,3,4,3
36085017008,5,1,3,3
36081013200,0,0,2,2
36085003300,1,1,1,0
36081008100,2,0,3,0
36081019000,0,2,1,0
36061021200,1,7,5,5
36081050600,1,0,1,0
36047021000,0,0,1,1
36047007600,0,2,3,1
36081004200,0,1,2,0
36047037402,0,1,1,0
36047086000,0,2,3,0
36005003500,2,4,3,5
36081049900,1,1,3,2
36005043000,2,0,3,0
36047047700,2,6,3,3
36047074000,0,0,1,0
36005042100,6,7,7,2
36081015700,0,1,2,1
36061003602,8,3,5,1
36005006800,2,4,6,3
36061015601,4,0,3,1
36047028600,0,0,1,1
36061000700,1,1,3,1
36047075800,0,1,1,1
36047096400,2,1,1,0
36081080301,0,0,1,0
36047097000,1,0,1,1
36047012901,0,1,1,1
36005027600,2,2,2,1
36005025700,1,0,1,0
36081077500,0,0,2,0
36005025300,1,0,4,1
36081004700,1,3,3,0
36047027700,2,1,4,5
36047113000,0,0,2,0
36081099801,0,2,3,0
36081035800,2,0,1,1
36061021303,2,6,4,5
36081069500,0,0,2,0
36081011300,1,0,3,2
36061019900,5,1,7,6
36047036501,0,1,4,0
36047067400,1,3,3,0
36081129104,2,2,3,0
36061018300,6,1,2,3
36081035300,0,1,1,0
36047082800,4,0,1,0
36047064200,2,1,1,0
36081118500,1,0,1,0
36005016200,2,3,2,0
36081066300,0,0,1,0
36047037500,1,2,6,5
36047010000,2,3,2,1
36081085500,3,0,1,0
36081118900,0,2,2,2
36081157903,0,0,6,5
36005017702,10,4,4,2
36081102900,2,2,3,2
36005021301,1,1,1,0
36047050300,1,4,1,2
36085000700,3,0,1,2
36047087000,2,0,3,3
36081046100,0,0,1,0
36047057000,5,6,6,7
36047088600,4,1,3,1
36081015900,0,1,3,1
36061005700,1,0,1,1
36081045800,0,0,1,0
36085020803,4,4,3,2
36005044901,2,1,1,0
36081120100,0,1,1,0
36047006000,1,0,2,0
36081099705,0,0,1,3
36005008900,0,0,1,4
36085015603,0,0,3,4
36081028400,0,1,2,0
36047014500,2,1,3,0
36081084500,0,1,1,0
36005028900,3,6,6,1
36081032700,3,3,2,2
36081012601,0,0,2,0
36081050700,0,0,1,0
36005016600,0,0,5,0
6037207400,2,4,7,1
36061014000,7,9,5,6
36081148300,0,6,1,2
36005024700,2,1,4,5
36005031200,2,1,2,4
36081017800,0,1,1,0
36085007500,3,0,2,0
36061006400,4,7,3,2
36047033300,1,2,2,1
36047063800,0,0,2,0
36005007400,0,0,2,0
36081052400,1,0,1,1
36081052600,0,0,1,1
36047117400,0,1,3,0
36047011200,2,1,2,0
36005005200,4,2,2,4
36047006400,0,2,1,2
36081099100,0,3,2,1
36047009400,2,2,1,3
36081049302,2,0,1,1
36047044200,1,0,1,0
36085011402,1,0,2,0
36005023200,4,1,2,1
36047022200,0,0,2,0
36081040700,1,3,1,1
36061029900,0,1,1,0
36061016500,7,2,2,1
36061010400,0,0,1,0
36047014700,0,1,1,0
36047039300,0,0,1,3
36047007800,1,4,2,1
36047099800,1,1,2,2
36005035100,2,1,2,2
36047036700,0,0,1,0
36047091800,0,1,2,0
36047026000,0,0,1,0
36047028400,3,0,1,0
36047101800,0,0,1,0
36081071305,1,0,1,1
36047092000,0,0,2,1
36005028400,2,0,1,2
36047113200,2,4,2,4
36047013700,2,2,2,1
36047057100,5,3,2,0
36047020000,1,0,1,0
36047085000,0,1,4,1
36085003900,6,1,1,0
36047101200,3,1,2,1
36047061200,1,1,2,0
36047074800,0,1,1,2
36047061003,0,0,1,2
36047015000,2,1,1,0
36047096000,2,0,2,0
36061009600,0,1,1,0
36081116700,0,2,1,0
36081027900,2,0,2,2
36047043700,0,3,2,0
36047082000,4,2,8,2
36047100400,0,1,2,2
36061014801,4,1,4,2
36047017500,0,1,1,0
36005026500,3,0,4,5
36081009700,0,0,1,1
36005020900,0,3,1,2
36005003100,1,2,1,2
36081094203,1,2,7,3
36047152200,1,0,2,1
36047112000,1,3,1,0
36081157902,6,5,2,11
36047003100,3,0,3,0
36047035400,1,1,2,1
36047083200,0,0,4,1
36047076000,3,2,1,1
36047079400,1,0,2,0
36005025600,1,0,1,0
36081051500,1,4,1,1
36061012100,4,8,4,3
36081015000,1,0,2,1
36047087401,0,0,2,0
36081036300,1,0,1,0
36047051601,6,3,3,2
36047040400,1,3,1,1
36047005800,1,2,2,0
36081055200,1,1,6,1
36005043400,5,5,6,5
36005027401,2,1,2,1
36081063700,1,1,1,2
36081071306,3,0,1,2
36081093401,0,0,1,0
36047010100,0,2,1,4
36047021700,1,5,2,0
36047093200,1,2,2,0
36081136700,3,2,3,3
36081099802,2,2,1,5
36081056400,0,1,1,1
36047026800,0,1,2,1
36085012500,0,0,2,1
36005044800,0,0,1,0
36081055400,0,0,4,1
36047115000,2,0,1,0
36081017000,3,3,1,0
36081011600,0,0,1,0
36085018902,3,0,3,1
36081112900,2,1,2,2
36081072900,0,0,1,0
36047011900,3,5,2,4
36081047800,0,4,2,0
36081027300,1,1,1,5
36081014202,2,0,1,0
36005022702,1,1,1,1
36047005100,1,0,2,1
36061014200,2,2,2,3
36047017200,4,0,1,1
36005025400,1,0,1,0
36047027300,3,5,6,6
36081062100,1,0,1,0
36085017012,1,2,2,0
36081049301,0,2,1,1
36047029100,2,2,1,0
36081028300,2,1,1,2
36047046000,2,2,1,0
36047057600,1,0,1,0
36081137700,3,1,1,3
36081126700,2,1,1,2
36047118000,0,0,1,0
36061020500,1,0,1,0
36047005201,1,0,4,0
36085018701,0,0,2,0
36005026602,2,9,1,0
36047016800,0,0,1,0
36061016002,0,0,1,0
36047049000,0,2,2,0
36047005400,1,2,1,2
36005044400,7,3,2,0
36047069800,2,1,2,0
36047011600,0,0,3,0
36085000300,0,0,1,0
36047041100,0,0,3,0
36047018000,0,0,1,0
36047096200,0,2,1,1
36081065703,0,0,1,0
36081019900,0,0,1,3
36005020502,0,0,1,1
36081014201,2,1,1,1
36005039200,4,1,3,0
36005042901,1,1,2,0
36081048500,2,1,1,1
36047062000,0,0,2,0
36047041600,0,1,1,0
36081054700,2,3,1,1
36081045500,1,0,2,0
36047078400,1,0,1,0
36081037900,2,1,1,0
36081051600,1,0,1,0
36047098600,0,1,1,0
36061015002,1,0,1,0
36081056500,1,1,1,0
36081050800,1,1,1,2
36047094600,0,0,1,0
36085017011,0,0,1,0
36081055900,0,0,1,1
36047095600,0,3,1,0
36047041500,0,2,2,1
36005015800,0,0,1,0
36047023600,3,2,1,3
36081037600,1,0,2,1
36047033600,3,1,1,2
36047150200,2,1,2,2
36081013000,0,1,2,0
36005011800,3,2,1,1
36047079200,4,5,2,2
36047030800,1,2,1,0
36085002700,1,0,1,0
36047016200,2,0,1,3
36047013200,0,0,1,0
36047019000,1,1,4,0
36005036700,1,0,1,2
36005017100,0,1,1,0
36081032800,0,1,1,0
36047077600,4,0,2,0
36005017902,1,1,1,3
36081036100,2,2,1,0
36085017007,0,0,1,3
36005036800,2,0,1,0
36005034500,2,0,3,4
36081003600,1,0,1,1
36047087600,0,1,1,1
36081002000,0,0,1,0
36081019400,0,1,2,0
36081033401,0,1,1,3
36081141700,0,3,1,6
36081003900,2,0,1,0
36081000400,1,7,1,1
36047112800,1,0,1,2
36047033500,0,0,2,0
36061014401,0,1,3,3
36081117500,2,2,1,2
36061019800,2,0,3,2
36081005500,0,3,1,0
36081025900,0,1,1,2
36081051700,3,2,2,2
36085024402,3,1,2,0
36047015700,6,2,3,0
36047069601,1,0,1,0
36081021600,1,0,1,0
36081022001,1,2,2,1
36061008603,2,2,1,0
36081011200,2,0,1,0
36081009900,0,0,1,1
36081053200,1,0,1,0
36081075701,0,1,1,2
36081071701,2,0,1,0
36061011500,1,0,1,3
36081014800,1,0,1,0
36005031800,0,3,1,3
36005028600,2,1,2,2
36047064600,0,2,1,0
36061020701,0,1,1,0
36047100800,0,0,1,1
36047003900,3,1,2,2
36047020400,0,0,2,0
36081048400,0,2,1,1
36047119800,2,4,2,2
42101003001,0,0,1,0
36081094201,2,0,1,2
36047031400,0,0,1,0
36047093600,0,0,2,1
36061002500,0,2,2,2
36047035602,0,2,1,0
36081057900,0,2,2,1
36047005602,2,0,1,0
36047049500,1,6,1,2
36005002400,3,4,1,2
36047015200,0,1,1,0
36047081400,0,1,1,1
36047114201,3,0,1,3
36005016500,0,2,1,0
36047019800,0,1,1,0
36081071702,0,0,1,1
36047015300,2,2,1,0
36047065200,1,3,1,0
36047116600,2,1,1,0
36081099704,3,3,1,1
36047007200,0,4,1,2
36047105801,3,2,1,1
36085023900,0,1,2,1
36005006100,0,0,1,0
36081161700,5,4,1,13
36061016001,0,2,1,0
36081019800,1,0,1,0
36047053000,0,0,1,0
36081008300,3,2,1,1
36047067600,0,1,1,0
36081074100,1,0,1,1
36081068700,0,0,1,0
36081020800,0,2,1,0
36081011900,0,2,1,0
36061013000,0,0,2,1
36081055500,1,2,1,0
36047075000,2,1,1,1
36047003700,2,9,1,1
36047072600,2,0,1,0
36081061900,1,0,1,1
36085022800,0,1,1,2
36005037000,0,0,1,2
36047077400,2,0,1,1
36081023800,0,3,1,0
36047064400,0,1,1,2
36047088000,1,2,1,6
36081038400,0,0,1,1
36047119400,1,0,1,2
36047080400,0,0,1,2
36047027400,0,0,1,0
36081045900,1,0,1,0
36047036400,1,0,1,4
36081043900,1,0,1,1
36081155101,0,0,1,0
36081107202,0,0,1,0
36081101002,1,0,1,1
36085005000,0,1,0,3
36047011400,0,2,0,1
36085007400,0,1,0,2
36047116000,1,3,0,1
36047018300,1,2,1,3
36047032300,0,0,1,0
36047014200,0,0,1,0
36047054700,2,4,0,2
36047081000,2,2,0,1
36081146700,3,3,0,4
36081108500,7,5,0,2
36047049900,1,4,0,4
36081043400,0,2,0,1
36047077200,2,2,0,1
36047119000,0,1,0,0
36005036902,0,2,0,3
36081079000,1,3,0,4
36005040303,1,5,0,0
36081063900,1,1,0,1
36005021002,4,2,0,1
36047013800,1,3,0,1
36047062800,3,2,0,4
36047026600,3,2,0,3
36081147900,4,4,0,5
36081000800,1,1,0,1
46099010101,0,1,0,0
36047058900,0,2,0,1
36047069200,0,2,0,0
36047017800,0,2,0,0
36081092200,1,1,0,1
36061011402,1,2,0,2
36061010100,0,2,0,0
36081060600,1,2,0,1
36047075400,0,1,0,1
36047025500,3,1,0,3
36081086300,0,2,0,1
36047076800,0,1,0,0
36047031701,1,1,0,4
36047010600,1,2,0,0
36081053000,0,1,0,2
36081129103,0,4,0,3
36005026601,1,3,0,0
36005024800,3,2,0,1
36047080000,4,3,0,4
36061009500,0,5,0,0
36081010800,2,1,0,2
36081121500,0,1,0,0
36005018102,5,1,0,2
36081100801,1,2,0,2
36047023200,0,2,0,0
36047050100,3,6,0,1
36047067200,1,2,0,1
36047008600,0,1,0,0
36081114700,0,1,0,0
36081079702,1,1,0,0
36047065000,1,2,0,0
36047048400,0,3,0,0
36061007500,2,4,0,3
36081030904,0,2,0,1
36047054400,1,1,0,0
36047027200,1,1,0,0
36081074300,0,2,0,1
25023530300,0,1,0,0
36061025500,4,2,0,2
36119001502,0,1,0,0
36047001100,0,1,0,1
36081065000,1,1,0,0
36085015602,0,1,0,1
36047068600,1,2,0,0
36081150701,2,4,0,7
36047083400,0,1,0,0
36047019700,1,5,0,1
36081085700,0,1,0,2
36081003800,0,1,0,0
36081010200,2,1,0,0
36047073800,0,1,0,0
36081119100,0,2,0,0
36047029800,3,3,0,0
36005037600,1,1,0,3
36081018800,0,1,0,0
36047102000,0,1,0,1
36081002600,2,2,0,0
36081007700,1,2,0,5
36047001800,1,3,0,1
36081059600,0,1,0,0
36047017400,1,1,0,0
36047083800,0,1,0,0
36047096800,1,2,0,0
36047055400,2,2,0,0
36005025000,2,2,0,1
36047042400,1,1,0,1
36081120700,1,1,0,1
36081126500,2,1,0,0
36047065800,0,1,0,0
36081037300,0,1,0,0
36047093400,0,1,0,0
36081076902,0,2,0,1
36047013300,0,2,0,2
36047063600,1,1,0,0
36047065600,1,1,0,2
36081048100,0,1,0,2
36047029500,0,1,0,0
36061001502,12,3,0,3
36047053300,0,1,0,1
36081145101,0,2,0,0
36047030600,1,1,0,0
36005026100,0,1,0,0
36081041400,1,2,0,1
36047028100,1,1,0,1
36047022900,0,2,0,0
36005024400,1,2,0,0
36047027800,0,1,0,0
36047025901,0,1,0,0
36061010300,2,1,0,0
36047059800,1,1,0,0
36047009800,2,1,0,2
36081043702,1,1,0,1
36081027200,0,1,0,0
36081039800,3,1,0,0
36005030900,0,3,0,2
36047050700,0,1,0,0
36081145900,0,1,0,2
36085011201,2,1,0,1
36047010400,2,1,0,1
36047073600,2,1,0,1
36047022400,2,1,0,3
36047056900,1,1,0,0
36005012102,1,1,0,0
36047072800,0,1,0,0
36047058800,1,1,0,0
36081036800,0,2,0,0
36081036500,0,1,0,0
36081003100,0,1,0,0
36081048000,0,2,0,0
36081016600,2,1,0,0
36081015200,0,1,0,0
36081125700,0,1,0,3
36081000200,0,1,0,0
36047017600,0,1,0,2
36061008400,1,1,0,0
36081050202,0,1,0,0
36081064500,0,1,0,0
36061010602,2,1,0,1
36081002800,2,3,0,1
36081093900,3,2,0,3
36047116800,0,1,0,1
36047048900,0,1,0,0
36081046800,0,1,0,0
36047000301,2,1,0,0
36081026902,2,2,0,0
36085032300,2,1,0,0
36047064000,0,1,0,0
36085001700,0,1,0,3
36081058700,0,1,0,0
36081033402,1,1,0,3
36047102600,1,1,0,1
36061031704,0,1,0,2
36081071303,2,1,0,1
36047041401,2,1,0,1
36081059400,0,1,0,0
36047046400,0,1,0,0
36047059300,1,1,0,0
36081039400,1,1,0,1
36081050500,0,1,0,0
36047054200,2,0,0,0
36081012000,0,1,0,0
36047010800,1,0,0,0
36081047600,1,0,0,0
36005026400,2,1,0,1
36047120200,1,1,0,0
25017341300,1,0,0,1
36081004002,1,0,0,0
36081037500,1,0,0,0
36047051500,2,0,0,3
36047070202,1,0,0,0
36081040100,3,0,0,0
36047022100,3,0,0,1
36085016901,4,0,0,1
36081062300,1,0,0,0
36081017200,1,0,0,1
36081012800,1,0,0,1
36047075200,2,0,0,3
36081070900,1,0,0,2
36081059800,1,0,0,0
36047014000,2,0,0,0
36081063302,3,0,0,0
36047004400,2,0,0,2
36047063200,2,0,0,0
36081018200,4,0,0,0
36081008600,1,0,0,1
36047021200,1,0,0,2
36061002000,4,0,0,0
36081044800,1,0,0,0
36081025500,1,0,0,0
36081043200,1,0,0,0
36047018200,2,0,0,1
36047065400,1,0,0,0
36085025100,1,0,0,3
36047007000,1,0,0,1
36081047000,1,0,0,1
36047016500,2,0,0,0
36047018700,1,0,0,0
36081066501,1,0,0,0
36081028000,1,0,0,0
36047101600,1,0,0,0
36081050201,1,0,0,0
36047047000,4,0,0,4
36005007300,1,0,0,2
36047015400,1,0,0,0
36081009800,2,0,0,0
36047025600,2,0,0,0
36061012500,3,0,0,3
36047074400,1,0,0,0
36081120500,1,0,0,0
36081122300,2,0,0,1
36081014400,1,0,0,0
36047024700,1,0,0,0
36061023801,3,0,0,0
36081046300,1,0,0,2
36081052500,1,0,0,0
36081072300,1,0,0,0
36081024900,1,0,0,0
36005031400,2,0,0,0
36061000500,1,0,0,0
36081115700,2,0,0,0
36061015001,1,0,0,1
36047099400,1,0,0,0
36047001300,3,0,0,0
36081058900,1,0,0,0
36047045800,2,0,0,1
36047005202,1,0,0,0
36047029000,1,0,0,0
36047044000,1,0,0,0
36081086900,1,0,0,1
36061004400,1,0,0,0
36047053100,1,0,0,0
36047018600,1,0,0,0
36081013700,1,0,0,1
36047054800,3,0,0,0
36005013000,2,0,0,1
36061031703,2,0,0,1
36047074200,1,0,0,0
36081038301,1,0,0,0
36081069701,2,0,0,0
36047026400,1,0,0,3
36081111300,1,0,0,2
36081052000,1,0,0,0
36081026901,1,0,0,0
36081062900,1,0,0,0
36047085400,0,0,0,1
36005021200,0,0,0,1
36081045600,0,0,0,1
36081048900,0,0,0,2
36081083800,0,0,0,1
36081059200,0,0,0,1
36081053100,0,0,0,3
36081054800,0,0,0,2
36047035601,0,0,0,1
36047070600,0,0,0,4
36081107201,0,0,0,1
36059404300,0,0,0,1
36047041800,0,0,0,1
36081001200,0,0,0,3
36005028800,0,0,0,2
36081074900,0,0,0,1
36081059900,0,0,0,2
36081077908,0,0,0,2
34025812100,0,0,0,1
36047028000,0,0,0,1
36081009600,0,0,0,1
36005042300,0,0,0,2
36047028200,0,0,0,3
36047056800,0,0,0,1
36081015801,0,0,0,3
36047024800,0,0,0,2
36081121100,0,0,0,1
36047076400,0,0,0,1
36081091602,0,0,0,1
36047025800,0,0,0,1
36081009100,0,0,0,3
36081047500,0,0,0,1
36047003500,0,0,0,1
36085022300,0,0,0,1
36119010300,0,0,0,1
36047021600,0,0,0,1
36081156700,0,0,0,1
36005024900,0,0,0,1
36081120300,0,0,0,1
36005023100,0,0,0,3
36081053800,0,0,0,1
36081077300,0,0,0,1
36047052800,0,0,0,1
36047030200,0,0,0,1
