TicketNumber,Longitude,Latitude,Zipcode,Classification,DateReported,CensusTract,CensusBlock,CountyName,Date,Time,Hour
WL20000387,40.95517,-73.88171,10703,M,01/09/2020 04:24 PM,8.01,3003,Westchester County,01/09/2020,04:24 PM,04 PM
WL20000389,41.04417,-73.74107,10604,M,01/09/2020 05:34 PM,87,1014,Westchester County,01/09/2020,05:34 PM,05 PM
WL20000393,40.91195,-73.88893,10705,P,01/09/2020 08:55 PM,13.02,3000,Westchester County,01/09/2020,08:55 PM,08 PM
WL20000395,40.98545,-73.82275,10583,M,01/09/2020 09:50 PM,21.05,1006,Westchester County,01/09/2020,09:50 PM,09 PM
XL19016774,40.87669,-73.85366,10469,P,12/26/2019 02:13 PM,382,2005,Bronx County,12/26/2019,02:13 PM,02 PM
XL20000404,40.84091,-73.9096,10457,P,01/09/2020 10:22 AM,225,2000,Bronx County,01/09/2020,10:22 AM,10 AM
XL20000405,40.8283,-73.89556,10459,P,01/09/2020 10:48 AM,125,2004,Bronx County,01/09/2020,10:48 AM,10 AM
XL20000409,40.81741,-73.81627,10465,P,01/09/2020 11:05 AM,118,3005,Bronx County,01/09/2020,11:05 AM,11 AM
XL20000438,40.83728,-73.92636,10452,M,01/09/2020 04:10 PM,199,6001,Bronx County,01/09/2020,04:10 PM,04 PM
XL20000447,40.86546,-73.85849,10469,M,01/09/2020 05:15 PM,326,1002,Bronx County,01/09/2020,05:15 PM,05 PM
XL20000458,40.83513,-73.9261,10452,P,01/09/2020 07:32 PM,199,3001,Bronx County,01/09/2020,07:32 PM,07 PM
ML20000549,40.71841,-74.00691,10013,M,01/12/2020 10:49 AM,33,2007,New York County,01/12/2020,10:49 AM,10 AM
ML20000551,40.80292,-73.93396,10035,P,01/12/2020 11:01 AM,242,3006,New York County,01/12/2020,11:01 AM,11 AM
ML20000561,40.70933,-74.00187,10038,P,01/12/2020 01:54 PM,15.01,3002,New York County,01/12/2020,01:54 PM,01 PM
ML20000571,40.81855,-73.9377,10037,P,01/12/2020 05:44 PM,232,2001,New York County,01/12/2020,05:44 PM,05 PM
ML20000573,40.78844,-73.94906,10029,M,01/12/2020 05:30 PM,166,6000,New York County,01/12/2020,05:30 PM,05 PM
ML20000591,40.71439,-73.98631,10002,P,01/13/2020 02:29 AM,14.01,2002,New York County,01/13/2020,02:29 AM,02 AM
QL20000376,40.75937,-73.79054,11358,M,01/12/2020 03:52 PM,1175,4007,Queens County,01/12/2020,03:52 PM,03 PM
WL20000494,40.97877,-73.80396,10583,M,01/12/2020 07:56 AM,50.01,2024,Westchester County,01/12/2020,07:56 AM,07 AM
WL20000495,41.04879,-73.78921,10603,M,01/12/2020 09:06 AM,109.02,4020,Westchester County,01/12/2020,09:06 AM,09 AM
WL20000496,40.99355,-73.71708,10528,M,01/12/2020 09:51 AM,85,1008,Westchester County,01/12/2020,09:51 AM,09 AM
WL20000497,41.28641,-73.91784,10566,M,01/12/2020 10:37 AM,145,3004,Westchester County,01/12/2020,10:37 AM,10 AM
WL20000500,40.98918,-73.72203,10528,M,01/12/2020 12:04 PM,85,1011,Westchester County,01/12/2020,12:04 PM,12 PM
WL20000501,40.90503,-73.85855,10704,M,01/12/2020 12:53 PM,15.02,1002,Westchester County,01/12/2020,12:53 PM,12 PM
WL20000502,41.04236,-73.81807,10607,M,01/12/2020 01:12 PM,111.01,3011,Westchester County,01/12/2020,01:12 PM,01 PM
WL20000507,40.92407,-73.86905,10704,P,01/12/2020 02:31 PM,14.01,3001,Westchester County,01/12/2020,02:31 PM,02 PM
WL20000512,41.07062,-73.84577,10591,M,01/12/2020 07:11 PM,114.01,4007,Westchester County,01/12/2020,07:11 PM,07 PM
ML20000462,40.79296,-73.97689,10024,P,01/10/2020 11:44 AM,179,1001,New York County,01/10/2020,11:44 AM,11 AM
ML20000487,40.74842,-73.99999,10001,M,01/10/2020 06:03 PM,93,6000,New York County,01/10/2020,06:03 PM,06 PM
QL20000289,40.74896,-73.77028,11364,M,01/10/2020 08:45 AM,1403,2006,Queens County,01/10/2020,08:45 AM,08 AM
QL20000290,40.7684,-73.93585,11106,M,01/10/2020 09:01 AM,81,1008,Queens County,01/10/2020,09:01 AM,09 AM
QL20000302,40.75034,-73.77191,11364,M,01/10/2020 11:16 AM,1403,2000,Queens County,01/10/2020,11:16 AM,11 AM
QL20000303,40.75096,-73.82345,11355,M,01/10/2020 11:44 AM,837,1000,Queens County,01/10/2020,11:44 AM,11 AM
QL20000304,40.76261,-73.90611,11103,P,01/10/2020 11:46 AM,145,1003,Queens County,01/10/2020,11:46 AM,11 AM
QL20000312,40.74701,-73.89596,11377,M,01/10/2020 12:41 PM,263,1006,Queens County,01/10/2020,12:41 PM,12 PM
QL20000339,40.7618,-73.77571,11361,M,01/10/2020 05:26 PM,1467,3000,Queens County,01/10/2020,05:26 PM,05 PM
QL20000347,40.75925,-73.79197,11358,P,01/10/2020 10:46 PM,1175,4006,Queens County,01/10/2020,10:46 PM,10 PM
WL20000407,41.16364,-73.77689,10514,M,01/10/2020 09:21 AM,131.04,4016,Westchester County,01/10/2020,09:21 AM,09 AM
WL20000410,40.92032,-73.77092,10801,M,01/10/2020 09:40 AM,59.02,2017,Westchester County,01/10/2020,09:40 AM,09 AM
WL20000420,41.08195,-73.86932,10591,P,01/10/2020 11:08 AM,116.02,3013,Westchester County,01/10/2020,11:08 AM,11 AM
WL20000436,41.26164,-73.91933,10567,M,01/10/2020 12:48 PM,146.06,1000,Westchester County,01/10/2020,12:48 PM,12 PM
WL20000437,41.1608,-73.84778,10510,M,01/10/2020 01:06 PM,132.02,2004,Westchester County,01/10/2020,01:06 PM,01 PM
WL20000446,41.16142,-73.77596,10514,M,01/10/2020 03:42 PM,131.04,3027,Westchester County,01/10/2020,03:42 PM,03 PM
XL20000468,40.83457,-73.89123,10460,P,01/10/2020 09:11 AM,155,2002,Bronx County,01/10/2020,09:11 AM,09 AM
XL20000471,40.83949,-73.91777,10452,P,01/10/2020 09:56 AM,221.01,2000,Bronx County,01/10/2020,09:56 AM,09 AM
XL20000477,40.89264,-73.8426,10466,P,01/10/2020 10:38 AM,426,6002,Bronx County,01/10/2020,10:38 AM,10 AM
XL20000511,40.83477,-73.92309,10452,P,01/10/2020 02:42 PM,63.02,1000,Bronx County,01/10/2020,02:42 PM,02 PM
QL20000357,40.75294,-73.92281,11101,M,01/11/2020 11:39 AM,157,1007,Queens County,01/11/2020,11:39 AM,11 AM
WL20000467,40.97529,-73.80916,10583,M,01/11/2020 07:40 AM,50.02,2007,Westchester County,01/11/2020,07:40 AM,07 AM
WL20000470,41.20883,-73.74178,10549,P,01/11/2020 09:40 AM,131.04,1039,Westchester County,01/11/2020,09:40 AM,09 AM
WL20000480,40.99928,-73.6722,10573,P,01/11/2020 12:37 PM,79.02,6004,Westchester County,01/11/2020,12:37 PM,12 PM
ML20000606,40.76764,-73.9616,10021,P,01/13/2020 11:00 AM,126.01,4000,New York County,01/13/2020,11:00 AM,11 AM
ML20000628,40.75525,-73.96358,10022,P,01/13/2020 03:19 PM,86.03,1000,New York County,01/13/2020,03:19 PM,03 PM
QL20000381,40.74795,-73.91584,11104,P,01/13/2020 07:25 AM,169,2011,Queens County,01/13/2020,07:25 AM,07 AM
QL20000384,40.74074,-73.92234,11104,M,01/13/2020 09:30 AM,185.02,3005,Queens County,01/13/2020,09:30 AM,09 AM
QL20000388,40.74256,-73.91772,11104,P,01/13/2020 10:05 AM,235.02,2004,Queens County,01/13/2020,10:05 AM,10 AM
QL20000391,40.73783,-73.7558,11364,M,01/13/2020 10:27 AM,1291.03,2000,Queens County,01/13/2020,10:27 AM,10 AM
QL20000395,40.75158,-73.7146,11005,P,01/13/2020 10:56 AM,1551.03,6000,Queens County,01/13/2020,10:56 AM,10 AM
QL20000396,40.72972,-73.82441,11367,P,01/13/2020 11:05 AM,779.02,1000,Queens County,01/13/2020,11:05 AM,11 AM
QL20000397,40.73902,-73.93566,11101,P,01/13/2020 11:10 AM,199.02,1019,Queens County,01/13/2020,11:10 AM,11 AM
QL20000399,40.76328,-73.77423,11361,P,01/13/2020 11:25 AM,1129,3008,Queens County,01/13/2020,11:25 AM,11 AM
QL20000402,40.75853,-73.94157,11101,M,01/13/2020 12:13 PM,85,1008,Queens County,01/13/2020,12:13 PM,12 PM
QL20000411,40.72565,-73.79807,11366,P,01/13/2020 01:30 PM,1247,3005,Queens County,01/13/2020,01:30 PM,01 PM
QL20000416,40.76783,-73.92766,11102,P,01/13/2020 02:22 PM,79,1003,Queens County,01/13/2020,02:22 PM,02 PM
QL20000418,40.76844,-73.92716,11102,P,01/13/2020 03:08 PM,79,1003,Queens County,01/13/2020,03:08 PM,03 PM
QL20000423,40.73589,-73.77347,11366,P,01/13/2020 04:08 PM,1333,1000,Queens County,01/13/2020,04:08 PM,04 PM
QL20000428,40.72259,-73.80103,11366,M,01/13/2020 06:11 PM,1265,1001,Queens County,01/13/2020,06:11 PM,06 PM
QL20000429,40.7225,-73.80099,11432,M,01/13/2020 06:29 PM,1265,1000,Queens County,01/13/2020,06:29 PM,06 PM
WL20000520,40.98031,-73.79766,10583,M,01/13/2020 08:06 AM,101,2010,Westchester County,01/13/2020,08:06 AM,08 AM
WL20000521,40.9187,-73.87539,10705,M,01/13/2020 08:29 AM,14.02,1017,Westchester County,01/13/2020,08:29 AM,08 AM
WL20000524,41.15372,-73.82929,10510,P,01/13/2020 09:42 AM,132.02,1010,Westchester County,01/13/2020,09:42 AM,09 AM
WL20000527,40.98046,-73.79807,10583,M,01/13/2020 10:19 AM,101,2010,Westchester County,01/13/2020,10:19 AM,10 AM
WL20000529,41.01274,-73.67476,10573,M,01/13/2020 10:30 AM,82,2005,Westchester County,01/13/2020,10:30 AM,10 AM
WL20000531,40.93565,-73.86874,10701,P,01/13/2020 10:55 AM,23,1005,Westchester County,01/13/2020,10:55 AM,10 AM
WL20000533,41.12811,-73.71793,10504,M,01/13/2020 11:12 AM,123.03,3012,Westchester County,01/13/2020,11:12 AM,11 AM
WL20000537,40.91946,-73.87123,10704,P,01/13/2020 11:56 AM,14.01,3011,Westchester County,01/13/2020,11:56 AM,11 AM
WL20000538,41.04417,-73.86513,10533,P,01/13/2020 12:02 PM,113,5001,Westchester County,01/13/2020,12:02 PM,12 PM
WL20000544,40.99869,-73.75639,10605,M,01/13/2020 01:02 PM,97.01,3000,Westchester County,01/13/2020,01:02 PM,01 PM
WL20000546,41.04647,-73.79491,10603,M,01/13/2020 01:38 PM,109.03,1000,Westchester County,01/13/2020,01:38 PM,01 PM
WL20000549,40.93849,-73.82794,10708,P,01/13/2020 01:49 PM,47,2046,Westchester County,01/13/2020,01:49 PM,01 PM
WL20000550,41.05926,-73.86157,10591,M,01/13/2020 02:04 PM,114.02,1017,Westchester County,01/13/2020,02:04 PM,02 PM
WL20000551,41.01866,-73.67935,10573,M,01/13/2020 02:10 PM,83.01,2003,Westchester County,01/13/2020,02:10 PM,02 PM
WL20000553,40.98446,-73.68062,10580,M,01/13/2020 02:13 PM,77,1017,Westchester County,01/13/2020,02:13 PM,02 PM
WL20000556,40.93345,-73.88874,10701,P,01/13/2020 02:31 PM,11.01,1003,Westchester County,01/13/2020,02:31 PM,02 PM
WL20000561,40.98019,-73.79729,10583,M,01/13/2020 03:25 PM,101,2009,Westchester County,01/13/2020,03:25 PM,03 PM
WL20000569,40.93167,-73.80663,10708,M,01/13/2020 05:06 PM,52,1010,Westchester County,01/13/2020,05:06 PM,05 PM
XL20000625,40.84369,-73.84733,10461,P,01/13/2020 01:53 PM,256,2001,Bronx County,01/13/2020,01:53 PM,01 PM
XL20000680,40.83163,-73.90051,10456,M,01/13/2020 06:55 PM,149,2001,Bronx County,01/13/2020,06:55 PM,06 PM
ML20000597,40.74197,-73.98087,10016,M,01/13/2020 09:49 AM,68,6000,New York County,01/13/2020,09:49 AM,09 AM
ML20000600,40.72266,-73.9768,10009,P,01/13/2020 09:56 AM,26.02,1002,New York County,01/13/2020,09:56 AM,09 AM
WL20000601,41.00653,-73.66313,10573,M,01/14/2020 01:19 PM,80,1002,Westchester County,01/14/2020,01:19 PM,01 PM
ML20000662,40.71599,-73.9867,10002,M,01/14/2020 10:00 AM,14.02,2006,New York County,01/14/2020,10:00 AM,10 AM
ML20000671,40.77912,-73.97481,10023,P,01/14/2020 11:20 AM,161,2000,New York County,01/14/2020,11:20 AM,11 AM
ML20000672,40.73559,-74.00305,10014,P,01/14/2020 11:27 AM,73,6000,New York County,01/14/2020,11:27 AM,11 AM
ML20000686,40.75118,-73.989,10001,P,01/14/2020 01:52 PM,109,1007,New York County,01/14/2020,01:52 PM,01 PM
ML20000699,40.73057,-74.00679,10014,P,01/14/2020 05:06 PM,67,4004,New York County,01/14/2020,05:06 PM,05 PM
ML20000710,40.8013,-73.95955,10026,P,01/14/2020 08:35 PM,197.01,1000,New York County,01/14/2020,08:35 PM,08 PM
ML20000712,40.80147,-73.96046,10025,P,01/14/2020 08:47 PM,193,4000,New York County,01/14/2020,08:47 PM,08 PM
QL20000433,40.75853,-73.94157,11101,M,01/14/2020 09:02 AM,85,1008,Queens County,01/14/2020,09:02 AM,09 AM
QL20000444,40.76564,-73.93915,11106,P,01/14/2020 11:21 AM,39,1000,Queens County,01/14/2020,11:21 AM,11 AM
QL20000453,40.72741,-73.82448,11367,M,01/14/2020 12:55 PM,779.02,1003,Queens County,01/14/2020,12:55 PM,12 PM
QL20000459,40.76686,-73.93742,11106,P,01/14/2020 01:11 PM,45,1001,Queens County,01/14/2020,01:11 PM,01 PM
QL20000467,40.73506,-73.79752,11365,P,01/14/2020 04:34 PM,1223,2003,Queens County,01/14/2020,04:34 PM,04 PM
WL20000581,40.95903,-73.83339,10710,P,01/14/2020 08:13 AM,21.04,1003,Westchester County,01/14/2020,08:13 AM,08 AM
WL20000583,40.99628,-73.80183,10583,M,01/14/2020 08:41 AM,100,4017,Westchester County,01/14/2020,08:41 AM,08 AM
WL20000588,40.93297,-73.77656,10804,M,01/14/2020 10:55 AM,67,2023,Westchester County,01/14/2020,10:55 AM,10 AM
WL20000589,41.003,-73.66652,10573,P,01/14/2020 10:55 AM,80,3006,Westchester County,01/14/2020,10:55 AM,10 AM
WL20000590,40.9273,-73.84894,10704,P,01/14/2020 10:58 AM,24.02,1000,Westchester County,01/14/2020,10:58 AM,10 AM
WL20000591,40.98687,-73.82194,10583,P,01/14/2020 11:20 AM,107.02,2020,Westchester County,01/14/2020,11:20 AM,11 AM
WL20000592,41.04281,-73.79075,10607,M,01/14/2020 11:42 AM,109.02,3008,Westchester County,01/14/2020,11:42 AM,11 AM
WL20000595,41.01097,-73.78948,10583,M,01/14/2020 12:43 PM,100,3003,Westchester County,01/14/2020,12:43 PM,12 PM
WL20000596,41.28862,-73.91095,10566,M,01/14/2020 12:44 PM,145,2002,Westchester County,01/14/2020,12:44 PM,12 PM
WL20000598,41.07224,-73.77743,10595,M,01/14/2020 12:53 PM,119.02,3004,Westchester County,01/14/2020,12:53 PM,12 PM
WL20000603,40.93678,-73.77023,10804,M,01/14/2020 01:52 PM,67,2015,Westchester County,01/14/2020,01:52 PM,01 PM
WL20000606,40.95617,-73.80791,10709,M,01/14/2020 02:40 PM,51,3013,Westchester County,01/14/2020,02:40 PM,02 PM
WL20000611,40.90209,-73.80933,10803,M,01/14/2020 04:20 PM,54,2029,Westchester County,01/14/2020,04:20 PM,04 PM
XL20000701,40.8466,-73.91474,10453,P,01/14/2020 09:00 AM,217,4000,Bronx County,01/14/2020,09:00 AM,09 AM
XL20000708,40.89098,-73.83109,10466,M,01/14/2020 10:12 AM,456,2003,Bronx County,01/14/2020,10:12 AM,10 AM
XL20000709,40.81186,-73.88796,10474,P,01/14/2020 10:17 AM,93.01,6005,Bronx County,01/14/2020,10:17 AM,10 AM
XL20000711,40.85479,-73.86104,10462,P,01/14/2020 10:47 AM,248,2002,Bronx County,01/14/2020,10:47 AM,10 AM
WL20000639,41.02025,-73.72973,10605,M,01/15/2020 12:37 PM,97.02,2023,Westchester County,01/15/2020,12:37 PM,12 PM
ML20000727,40.75787,-73.9756,10022,P,01/15/2020 07:35 AM,102,1011,New York County,01/15/2020,07:35 AM,07 AM
ML20000735,40.77627,-73.98012,10023,P,01/15/2020 09:51 AM,157,8000,New York County,01/15/2020,09:51 AM,09 AM
ML20000745,40.7238,-73.98564,10009,M,01/15/2020 11:42 AM,32,4000,New York County,01/15/2020,11:42 AM,11 AM
ML20000790,40.74119,-73.97709,10016,P,01/15/2020 09:26 PM,70.01,3000,New York County,01/15/2020,09:26 PM,09 PM
QL20000479,40.74145,-73.82922,11367,P,01/15/2020 08:41 AM,803.02,1010,Queens County,01/15/2020,08:41 AM,08 AM
QL20000483,40.78385,-73.79273,11360,P,01/15/2020 09:57 AM,997.01,1010,Queens County,01/15/2020,09:57 AM,09 AM
QL20000488,40.76481,-73.91095,11103,P,01/15/2020 10:22 AM,143,1000,Queens County,01/15/2020,10:22 AM,10 AM
QL20000491,40.77273,-73.7507,11363,M,01/15/2020 10:35 AM,1483,4015,Queens County,01/15/2020,10:35 AM,10 AM
QL20000495,40.77385,-73.89951,11105,P,01/15/2020 11:29 AM,123.01,2008,Queens County,01/15/2020,11:29 AM,11 AM
QL20000505,40.7751,-73.90864,11105,P,01/15/2020 01:26 PM,113,2001,Queens County,01/15/2020,01:26 PM,01 PM
QL20000523,40.75484,-73.93227,11101,M,01/15/2020 05:37 PM,51,2004,Queens County,01/15/2020,05:37 PM,05 PM
WL20000627,41.21007,-73.89581,10520,P,01/15/2020 09:17 AM,139,4035,Westchester County,01/15/2020,09:17 AM,09 AM
WL20000628,40.90648,-73.87649,10704,P,01/15/2020 09:18 AM,15.03,2002,Westchester County,01/15/2020,09:18 AM,09 AM
WL20000629,40.97447,-73.77298,10583,M,01/15/2020 09:20 AM,98,4010,Westchester County,01/15/2020,09:20 AM,09 AM
WL20000631,41.32705,-73.78889,10598,M,01/15/2020 10:50 AM,148.11,2005,Westchester County,01/15/2020,10:50 AM,10 AM
WL20000640,40.99884,-73.68457,10573,M,01/15/2020 12:56 PM,83.01,1012,Westchester County,01/15/2020,12:56 PM,12 PM
WL20000641,41.20966,-73.89543,10520,M,01/15/2020 01:05 PM,139,3001,Westchester County,01/15/2020,01:05 PM,01 PM
WL20000642,40.96344,-73.77793,10804,M,01/15/2020 01:07 PM,68.02,2015,Westchester County,01/15/2020,01:07 PM,01 PM
WL20000644,40.95148,-73.73675,10543,P,01/15/2020 01:25 PM,72,1006,Westchester County,01/15/2020,01:25 PM,01 PM
WL20000648,41.01699,-73.68627,10573,M,01/15/2020 02:07 PM,83.02,4005,Westchester County,01/15/2020,02:07 PM,02 PM
WL20000649,40.98704,-73.82015,10583,M,01/15/2020 02:11 PM,107.02,2028,Westchester County,01/15/2020,02:11 PM,02 PM
WL20000650,40.99448,-73.77389,10583,M,01/15/2020 02:16 PM,99,2001,Westchester County,01/15/2020,02:16 PM,02 PM
WL20000659,40.89964,-73.77505,10805,M,01/15/2020 03:58 PM,59.02,3002,Westchester County,01/15/2020,03:58 PM,03 PM
WL20000660,41.072,-73.85112,10591,M,01/15/2020 04:04 PM,114.01,4009,Westchester County,01/15/2020,04:04 PM,04 PM
WL20000662,40.94828,-73.69188,10580,P,01/15/2020 04:20 PM,76,2021,Westchester County,01/15/2020,04:20 PM,04 PM
WL20000664,40.99448,-73.77389,10583,M,01/15/2020 04:45 PM,99,2001,Westchester County,01/15/2020,04:45 PM,04 PM
WL20000665,41.01612,-73.83939,10502,P,01/15/2020 04:55 PM,106,1020,Westchester County,01/15/2020,04:55 PM,04 PM
WL20000668,40.94948,-73.8197,10707,P,01/15/2020 05:48 PM,51,4003,Westchester County,01/15/2020,05:48 PM,05 PM
WL20000673,41.00466,-73.83922,10502,P,01/15/2020 06:39 PM,106,3036,Westchester County,01/15/2020,06:39 PM,06 PM
WL20000680,41.00645,-73.87315,10522,P,01/15/2020 09:11 PM,105,5014,Westchester County,01/15/2020,09:11 PM,09 PM
WL20000683,40.96796,-73.7849,10804,M,01/15/2020 10:00 PM,68.01,3024,Westchester County,01/15/2020,10:00 PM,10 PM
XL20000779,40.84379,-73.86823,10460,P,01/15/2020 01:22 PM,240,2000,Bronx County,01/15/2020,01:22 PM,01 PM
XL20000787,40.84491,-73.86764,10462,P,01/15/2020 02:50 PM,236,1001,Bronx County,01/15/2020,02:50 PM,02 PM
ML20000808,40.72595,-73.98331,10009,M,01/16/2020 08:31 AM,32,7002,New York County,01/16/2020,08:31 AM,08 AM
QL20000534,40.75499,-73.93215,11101,P,01/16/2020 07:25 AM,51,2004,Queens County,01/16/2020,07:25 AM,07 AM
QL20000535,40.73309,-73.76275,11364,P,01/16/2020 07:42 AM,1291.03,3009,Queens County,01/16/2020,07:42 AM,07 AM
QL20000556,40.73042,-73.71305,11426,M,01/16/2020 01:22 PM,1617,3002,Queens County,01/16/2020,01:22 PM,01 PM
QL20000560,40.73105,-73.78279,11366,M,01/16/2020 01:54 PM,1333,3002,Queens County,01/16/2020,01:54 PM,01 PM
WL20000697,40.97806,-73.80818,10583,M,01/16/2020 09:16 AM,50.02,2000,Westchester County,01/16/2020,09:16 AM,09 AM
WL20000698,41.21058,-73.8822,10520,P,01/16/2020 09:29 AM,139,2000,Westchester County,01/16/2020,09:29 AM,09 AM
WL20000708,40.95943,-73.83322,10710,M,01/16/2020 11:11 AM,21.04,1003,Westchester County,01/16/2020,11:11 AM,11 AM
WL20000714,40.99557,-73.78908,10583,M,01/16/2020 12:58 PM,99,3004,Westchester County,01/16/2020,12:58 PM,12 PM
WL20000721,41.21434,-73.89859,10520,P,01/16/2020 02:23 PM,139,3000,Westchester County,01/16/2020,02:23 PM,02 PM
WL20000733,40.97367,-73.7155,10528,P,01/16/2020 06:44 PM,84.03,2015,Westchester County,01/16/2020,06:44 PM,06 PM
XL20000862,40.82,-73.916,10455,P,01/16/2020 04:40 PM,67,6000,Bronx County,01/16/2020,04:40 PM,04 PM
XL20000880,40.83723,-73.88807,10460,M,01/17/2020 01:17 AM,155,1000,Bronx County,01/17/2020,01:17 AM,01 AM

